time	V(p2)	V(c5_ic)	V(reset)	V(vosc)	V(p1)	V(vout)	V(sam)
Step Information: Cin=1µ  (Run: 1/3)
8.500010000000002e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977467e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500010260079788e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977467e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500010780239362e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977468e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500011820558510e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977468e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500018062473396e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977474e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500026385026577e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977482e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500142900771116e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977589e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500276061622018e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977712e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.500542383323821e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.977958e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.501075026727426e-04	0.000000e+00	-1.589312e-02	0.000000e+00	2.978451e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.502140313534637e-04	0.000000e+00	-1.589313e-02	0.000000e+00	2.979436e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.504270887149060e-04	0.000000e+00	-1.589315e-02	0.000000e+00	2.981410e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.508532034377906e-04	0.000000e+00	-1.589321e-02	0.000000e+00	2.985369e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.513896404797970e-04	0.000000e+00	-1.589331e-02	0.000000e+00	2.990372e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.520604073309246e-04	0.000000e+00	-1.589347e-02	0.000000e+00	2.996660e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.528312985270067e-04	0.000000e+00	-1.589368e-02	0.000000e+00	3.003932e+00	5.000000e+00	-2.561319e+00	0.000000e+00
8.538304120935289e-04	0.000000e+00	-1.589396e-02	0.000000e+00	3.013430e+00	5.000000e+00	-2.561318e+00	0.000000e+00
8.550901815274544e-04	0.000000e+00	-1.589434e-02	0.000000e+00	3.025525e+00	5.000000e+00	-2.561318e+00	0.000000e+00
8.568811760866784e-04	0.000000e+00	-1.589487e-02	0.000000e+00	3.042928e+00	5.000000e+00	-2.561318e+00	0.000000e+00
8.588343010866784e-04	0.000000e+00	-1.589546e-02	0.000000e+00	3.062170e+00	5.000000e+00	-2.561317e+00	0.000000e+00
8.607874260866784e-04	0.000000e+00	-1.589606e-02	0.000000e+00	3.081697e+00	5.000000e+00	-2.561317e+00	0.000000e+00
8.822718010866784e-04	0.000000e+00	-1.590287e-02	0.000000e+00	3.314883e+00	5.000000e+00	-2.561311e+00	0.000000e+00
9.000000000000002e-04	0.000000e+00	-1.590888e-02	0.000000e+00	3.530537e+00	5.000000e+00	-2.561307e+00	0.000000e+00
9.000001000000002e-04	5.000000e-01	-1.590921e-02	0.000000e+00	3.530538e+00	5.000000e+00	-2.561307e+00	0.000000e+00
9.000003000000002e-04	1.500000e+00	-1.591341e-02	0.000000e+00	3.530541e+00	5.000000e+00	-2.561307e+00	0.000000e+00
9.000006000000002e-04	3.000000e+00	-1.593303e-02	0.000000e+00	3.530545e+00	5.000000e+00	-2.561307e+00	0.000000e+00
9.000010000000002e-04	5.000000e+00	-1.597762e-02	0.000000e+00	3.530550e+00	5.000000e+00	-2.561307e+00	0.000000e+00
9.000010400000002e-04	5.000000e+00	-1.598488e-02	0.000000e+00	3.530550e+00	4.800000e+00	-2.561307e+00	0.000000e+00
9.000011200000002e-04	5.000000e+00	-1.600038e-02	0.000000e+00	3.530551e+00	4.400000e+00	-2.561307e+00	0.000000e+00
9.000012800000002e-04	5.000000e+00	-1.603624e-02	0.000000e+00	3.530553e+00	3.600000e+00	-2.561307e+00	0.000000e+00
9.000016000000002e-04	5.000000e+00	-1.612360e-02	0.000000e+00	3.530557e+00	2.000000e+00	-2.561307e+00	0.000000e+00
9.000020000000002e-04	5.000000e+00	-1.625060e-02	0.000000e+00	3.530562e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000020400000003e-04	5.000000e+00	-1.626596e-02	0.000000e+00	3.530563e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000021200000003e-04	5.000000e+00	-1.629761e-02	0.000000e+00	3.530564e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000022800000003e-04	5.000000e+00	-1.636545e-02	0.000000e+00	3.530566e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000026000000003e-04	5.000000e+00	-1.651937e-02	0.000000e+00	3.530570e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000032400000004e-04	5.000000e+00	-1.689735e-02	0.000000e+00	3.530578e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000045200000005e-04	5.000000e+00	-1.791365e-02	0.000000e+00	3.530594e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000070800000006e-04	5.000000e+00	-2.084718e-02	0.000000e+00	3.530627e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000122000000010e-04	5.000000e+00	-2.935634e-02	0.000000e+00	3.530692e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000212741670064e-04	5.000000e+00	-4.955527e-02	0.000000e+00	3.530807e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000317409481789e-04	5.000000e+00	-7.805238e-02	0.000000e+00	3.530940e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000473072712223e-04	5.000000e+00	-1.256785e-01	0.000000e+00	3.531138e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.000679568581261e-04	5.000000e+00	-1.916789e-01	0.000000e+00	3.531401e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.001028104569111e-04	5.000000e+00	-3.025540e-01	0.000000e+00	3.531844e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.001613095372280e-04	5.000000e+00	-4.797958e-01	0.000000e+00	3.532588e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.002783076978619e-04	5.000000e+00	-7.995302e-01	0.000000e+00	3.534076e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.005123040191297e-04	5.000000e+00	-1.325229e+00	0.000000e+00	3.537056e+00	0.000000e+00	-2.561306e+00	0.000000e+00
9.009802966616652e-04	5.000000e+00	-2.105120e+00	0.000000e+00	3.543026e+00	0.000000e+00	-2.561306e+00	0.000000e+00
9.014805503641479e-04	5.000000e+00	-2.668784e+00	0.000000e+00	3.549418e+00	0.000000e+00	-2.561306e+00	0.000000e+00
9.019378600732028e-04	5.000000e+00	-2.988335e+00	0.000000e+00	3.555275e+00	0.000000e+00	-2.561306e+00	0.000000e+00
9.024290175743046e-04	5.000000e+00	-3.199715e+00	0.000000e+00	3.561578e+00	0.000000e+00	-2.561306e+00	0.000000e+00
9.028952990090090e-04	5.000000e+00	-3.324729e+00	0.000000e+00	3.567575e+00	0.000000e+00	-2.561306e+00	0.000000e+00
9.033843007014282e-04	5.000000e+00	-3.405600e+00	0.000000e+00	3.573877e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.038537890050961e-04	5.000000e+00	-3.453816e+00	0.000000e+00	3.579940e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.043389554291873e-04	5.000000e+00	-3.484571e+00	0.000000e+00	3.586219e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.048108463751533e-04	5.000000e+00	-3.503135e+00	0.000000e+00	3.592338e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.052940816959467e-04	5.000000e+00	-3.514882e+00	0.000000e+00	3.598618e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.057679963513252e-04	5.000000e+00	-3.522026e+00	0.000000e+00	3.604789e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.062499097004400e-04	5.000000e+00	-3.526517e+00	0.000000e+00	3.611076e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.067254205207209e-04	5.000000e+00	-3.529263e+00	0.000000e+00	3.617293e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.072068104158647e-04	5.000000e+00	-3.530981e+00	0.000000e+00	3.623599e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.076841708581863e-04	5.000000e+00	-3.532035e+00	0.000000e+00	3.629865e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.081662720965355e-04	5.000000e+00	-3.532693e+00	0.000000e+00	3.636205e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.086467270362907e-04	5.000000e+00	-3.533098e+00	0.000000e+00	3.642537e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.091321072787138e-04	5.000000e+00	-3.533350e+00	0.000000e+00	3.648946e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.096193575029670e-04	5.000000e+00	-3.533505e+00	0.000000e+00	3.655392e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.101142115195960e-04	5.000000e+00	-3.533602e+00	0.000000e+00	3.661952e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.106179566705587e-04	5.000000e+00	-3.533661e+00	0.000000e+00	3.668642e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.111374860205233e-04	5.000000e+00	-3.533698e+00	0.000000e+00	3.675557e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.116816309038513e-04	5.000000e+00	-3.533721e+00	0.000000e+00	3.682814e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.122617566848952e-04	5.000000e+00	-3.533735e+00	0.000000e+00	3.690569e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.129014771235013e-04	5.000000e+00	-3.533743e+00	0.000000e+00	3.699141e+00	0.000000e+00	-2.561307e+00	0.000000e+00
9.136222265274394e-04	5.000000e+00	-3.533748e+00	0.000000e+00	3.708824e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.144798731400198e-04	5.000000e+00	-3.533750e+00	0.000000e+00	3.720382e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.155218497404737e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.734477e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.168981148001283e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.753181e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.187671439356493e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.778726e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.207202689356493e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.805588e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.226733939356493e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.832592e+00	0.000000e+00	-2.561308e+00	0.000000e+00
9.230468750000001e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.837777e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.237938371287018e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.848175e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.237948371287018e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.848189e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.238008371287019e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.848273e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.238088371287020e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.848384e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.238248371287023e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.848607e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.238568371287028e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.849054e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.239208371287038e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.849946e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.249960000000001e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.864968e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.249976950475252e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.864991e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.249990000000001e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.865010e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.250000000000001e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.865024e+00	0.000000e+00	-2.561309e+00	0.000000e+00
9.250000560380202e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.865025e+00	0.000000e+00	-2.561309e+00	2.801901e-01
9.250001681140603e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.865026e+00	0.000000e+00	-2.561309e+00	8.405703e-01
9.250003922661404e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865029e+00	0.000000e+00	-2.561310e+00	1.961331e+00
9.250005516958398e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865031e+00	0.000000e+00	-2.561311e+00	2.758479e+00
9.250008610502277e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865036e+00	0.000000e+00	-2.561320e+00	4.305251e+00
9.250010000000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865038e+00	0.000000e+00	-2.561325e+00	5.000000e+00
9.250010138949775e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865038e+00	0.000000e+00	-2.561325e+00	5.000000e+00
9.250010416849319e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865038e+00	0.000000e+00	-2.561327e+00	5.000000e+00
9.250010972648409e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865039e+00	0.000000e+00	-2.561329e+00	5.000000e+00
9.250012084246589e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865041e+00	0.000000e+00	-2.561335e+00	5.000000e+00
9.250014307442949e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865044e+00	0.000000e+00	-2.561350e+00	5.000000e+00
9.250018753835668e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.865050e+00	0.000000e+00	-2.561389e+00	5.000000e+00
9.250027646621106e-04	5.000000e+00	-3.533751e+00	0.000000e+00	3.865062e+00	0.000000e+00	-2.561508e+00	5.000000e+00
9.250045432191984e-04	5.000000e+00	-3.533750e+00	0.000000e+00	3.865087e+00	0.000000e+00	-2.561886e+00	5.000000e+00
9.250081003333738e-04	5.000000e+00	-3.533749e+00	0.000000e+00	3.865137e+00	0.000000e+00	-2.563106e+00	5.000000e+00
9.250152145617247e-04	5.000000e+00	-3.533747e+00	0.000000e+00	3.865237e+00	0.000000e+00	-2.566848e+00	5.000000e+00
9.250294430184264e-04	5.000000e+00	-3.533745e+00	0.000000e+00	3.865436e+00	0.000000e+00	-2.577107e+00	5.000000e+00
9.250578999318299e-04	5.000000e+00	-3.533744e+00	0.000000e+00	3.865834e+00	0.000000e+00	-2.601374e+00	5.000000e+00
9.251148137586369e-04	5.000000e+00	-3.533743e+00	0.000000e+00	3.866631e+00	0.000000e+00	-2.651170e+00	5.000000e+00
9.252286414122507e-04	5.000000e+00	-3.533743e+00	0.000000e+00	3.868225e+00	0.000000e+00	-2.742578e+00	5.000000e+00
9.254562967194785e-04	5.000000e+00	-3.533744e+00	0.000000e+00	3.871416e+00	0.000000e+00	-2.893240e+00	5.000000e+00
9.259116073339341e-04	5.000000e+00	-3.533745e+00	0.000000e+00	3.877805e+00	0.000000e+00	-3.104969e+00	5.000000e+00
9.267821255180457e-04	5.000000e+00	-3.533748e+00	0.000000e+00	3.890045e+00	0.000000e+00	-3.343391e+00	5.000000e+00
9.276275959021731e-04	5.000000e+00	-3.533750e+00	0.000000e+00	3.901962e+00	0.000000e+00	-3.454825e+00	5.000000e+00
9.287005151907146e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.917118e+00	0.000000e+00	-3.514740e+00	5.000000e+00
9.287625151907156e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.917996e+00	0.000000e+00	-3.515882e+00	5.000000e+00
9.288265151907166e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.918902e+00	0.000000e+00	-3.516963e+00	5.000000e+00
9.289545151907186e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.920716e+00	0.000000e+00	-3.518894e+00	5.000000e+00
9.292105151907226e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.924345e+00	0.000000e+00	-3.522142e+00	5.000000e+00
9.294959999999922e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.928394e+00	0.000000e+00	-3.525186e+00	5.000000e+00
9.296159999999941e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.930097e+00	0.000000e+00	-3.526135e+00	5.000000e+00
9.297469999999962e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.931957e+00	0.000000e+00	-3.527081e+00	5.000000e+00
9.299009999999986e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.934145e+00	0.000000e+00	-3.528027e+00	5.000000e+00
9.300010000000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935566e+00	0.000000e+00	-3.528569e+00	5.000000e+00
9.300013000000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935570e+00	0.000000e+00	-3.528571e+00	3.500000e+00
9.300016000000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935575e+00	0.000000e+00	-3.528573e+00	2.000000e+00
9.300020000000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935580e+00	0.000000e+00	-3.528574e+00	0.000000e+00
9.300020400000001e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935581e+00	0.000000e+00	-3.528575e+00	0.000000e+00
9.300021200000001e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935582e+00	0.000000e+00	-3.528575e+00	0.000000e+00
9.300022800000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935584e+00	0.000000e+00	-3.528576e+00	0.000000e+00
9.300026000000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935589e+00	0.000000e+00	-3.528578e+00	0.000000e+00
9.300032400000002e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935598e+00	0.000000e+00	-3.528581e+00	0.000000e+00
9.300122000000009e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935725e+00	0.000000e+00	-3.528611e+00	0.000000e+00
9.300224400000016e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.935871e+00	0.000000e+00	-3.528630e+00	0.000000e+00
9.300429200000030e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.936162e+00	0.000000e+00	-3.528646e+00	0.000000e+00
9.300838800000059e-04	5.000000e+00	-3.533752e+00	0.000000e+00	3.936744e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.303296400000231e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.940240e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.306573200000460e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.944906e+00	0.000000e+00	-3.528656e+00	0.000000e+00
9.313126800000918e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.954254e+00	0.000000e+00	-3.528656e+00	0.000000e+00
9.326234000001835e-04	5.000000e+00	-3.533753e+00	0.000000e+00	3.973007e+00	0.000000e+00	-3.528656e+00	0.000000e+00
9.345765250001835e-04	5.000000e+00	-3.533753e+00	0.000000e+00	4.001067e+00	0.000000e+00	-3.528656e+00	0.000000e+00
9.365296500001835e-04	5.000000e+00	-3.533753e+00	0.000000e+00	4.029264e+00	0.000000e+00	-3.528656e+00	0.000000e+00
9.499850000000000e-04	5.000000e+00	-3.533754e+00	0.000000e+00	4.227233e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500000000000002e-04	5.000000e+00	-3.533754e+00	0.000000e+00	4.227458e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500010000000002e-04	5.000000e+00	-3.533754e+00	0.000000e+00	4.227472e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500013000000002e-04	3.500000e+00	-3.533754e+00	0.000000e+00	4.227477e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500016000000002e-04	2.000000e+00	-3.533754e+00	0.000000e+00	4.227481e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500020000000002e-04	0.000000e+00	-3.533754e+00	0.000000e+00	4.227488e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500020400000002e-04	0.000000e+00	-3.533754e+00	0.000000e+00	4.227488e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500021200000002e-04	0.000000e+00	-3.533754e+00	0.000000e+00	4.227489e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500026000000002e-04	0.000000e+00	-3.533754e+00	0.000000e+00	4.227496e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.500032400000003e-04	0.000000e+00	-3.533754e+00	0.000000e+00	4.227506e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.565296500001836e-04	0.000000e+00	-3.533751e+00	0.000000e+00	4.325647e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.580498750000002e-04	0.000000e+00	-3.533751e+00	0.000000e+00	4.348652e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.580618750000004e-04	0.000000e+00	-3.533751e+00	0.000000e+00	4.348835e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.590768750000163e-04	0.000000e+00	-3.533751e+00	0.000000e+00	4.364241e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.595878750000244e-04	0.000000e+00	-3.533751e+00	0.000000e+00	4.372007e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.598428750000284e-04	0.000000e+00	-3.533750e+00	0.000000e+00	4.375885e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.599509999999994e-04	0.000000e+00	-3.533750e+00	0.000000e+00	4.377530e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.599930000000000e-04	0.000000e+00	-3.533750e+00	0.000000e+00	4.378169e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.599980000000001e-04	0.000000e+00	-3.533750e+00	0.000000e+00	4.378245e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600000000000001e-04	0.000000e+00	-3.533750e+00	0.000000e+00	4.378275e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600001000000002e-04	0.000000e+00	-3.533750e+00	5.000000e-01	4.378277e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600003000000001e-04	0.000000e+00	-3.533746e+00	1.500000e+00	4.378280e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600006000000001e-04	0.000000e+00	-3.533725e+00	3.000000e+00	4.378284e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600010000000001e-04	0.000000e+00	-3.533679e+00	5.000000e+00	4.378291e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600010400000001e-04	0.000000e+00	-3.533672e+00	5.000000e+00	4.378291e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600011200000001e-04	0.000000e+00	-3.533656e+00	5.000000e+00	4.378293e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600012800000001e-04	0.000000e+00	-3.533620e+00	5.000000e+00	4.378295e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600016000000001e-04	0.000000e+00	-3.533528e+00	5.000000e+00	4.378300e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600022400000002e-04	0.000000e+00	-3.533268e+00	5.000000e+00	4.378309e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600035200000003e-04	0.000000e+00	-3.532468e+00	5.000000e+00	4.378329e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600060800000004e-04	0.000000e+00	-3.529899e+00	5.000000e+00	4.378368e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600112000000008e-04	0.000000e+00	-3.521791e+00	5.000000e+00	4.378446e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600214400000015e-04	0.000000e+00	-3.498250e+00	5.000000e+00	4.378602e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600419200000030e-04	0.000000e+00	-3.438478e+00	5.000000e+00	4.378913e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.600828800000058e-04	0.000000e+00	-3.307756e+00	5.000000e+00	4.379536e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.601648000000116e-04	0.000000e+00	-3.054470e+00	5.000000e+00	4.380783e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.603072661143582e-04	0.000000e+00	-2.665935e+00	5.000000e+00	4.382952e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.605921983430514e-04	0.000000e+00	-2.047047e+00	5.000000e+00	4.387290e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.610834827509766e-04	0.000000e+00	-1.282253e+00	5.000000e+00	4.394775e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.616135957087946e-04	0.000000e+00	-7.465069e-01	5.000000e+00	4.402858e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.620993961673140e-04	0.000000e+00	-4.501951e-01	5.000000e+00	4.410271e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.625577062923653e-04	0.000000e+00	-2.812246e-01	5.000000e+00	4.417269e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.630183610501064e-04	0.000000e+00	-1.761648e-01	5.000000e+00	4.424308e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.634896313908170e-04	0.000000e+00	-1.091250e-01	5.000000e+00	4.431515e+00	0.000000e+00	-3.528655e+00	0.000000e+00
9.639581750792849e-04	0.000000e+00	-6.770333e-02	5.000000e+00	4.438684e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.644317098012736e-04	0.000000e+00	-4.009209e-02	5.000000e+00	4.445934e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.645398325179528e-04	0.000000e+00	-3.561430e-02	5.000000e+00	4.447590e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.647710779513115e-04	0.000000e+00	-2.807965e-02	5.000000e+00	4.451133e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.649140779513138e-04	0.000000e+00	-2.434447e-02	5.000000e+00	4.453325e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.649950779513151e-04	0.000000e+00	-2.244741e-02	5.000000e+00	4.454566e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.649974677078901e-04	0.000000e+00	-2.239381e-02	5.000000e+00	4.454603e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.649980913184101e-04	0.000000e+00	-2.237985e-02	5.000000e+00	4.454613e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.650000000000001e-04	0.000000e+00	-2.233718e-02	5.000000e+00	4.454642e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.650010000000002e-04	0.000000e+00	-2.231485e-02	5.000000e+00	4.454657e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.650011000000002e-04	0.000000e+00	-2.231262e-02	4.500000e+00	4.454659e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.650013000000002e-04	0.000000e+00	-2.230816e-02	3.500000e+00	4.454662e+00	0.000000e+00	-3.528654e+00	0.000000e+00
9.650016000000001e-04	0.000000e+00	-2.230148e-02	2.000000e+00	4.454667e+00	0.000000e+00	-3.528654e+00	0.000000e+00
